Centro,Municipio,Sitio,N�mero,T�tulo,F.Inicio,F.Fin,Especialidad,Elemento,Tecnologia,Tipo Equipo,Clave Cierre,SW,HW,C,AC,DC,PC,MTTO,AT,D,P,BT,Estado,Observaciones,descripcion,�tima Acci�n ,Tg (min)
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,CT SAN JOSE DE LAS LAJAS,T20230921123402081,"Caida de los enlaces de TIS 10G-2,3 y 4",21/09/2023 12:34:02 p.�m.,22/09/2023 08:02:45 p.�m.,Transmision,1515 CX-C,MULTIPLEXORES DIGITALES DE TERCERO Y CUARTO ORDEN.,Sistema de Transmision Telefonica,D,0,0,0,0,0,0,0,0,1,0,0,CERRADO,ok,"Buenos tardes:

Se encuentran caidos los enlaces ,TIS10G-2(ETC006UCARPANYN TIS 00000084441),TIS10G-3(ETC007UCARPANYN TIS00000084442) Y  TIS10G-4  ( ETC010UPANCARYY   TIS -00000006448 ) -favor abrir ticket.


Saludos

Jaiber Jaime                                                                                                                                

T�cnico en Telem�tica

DOPS - NAP   ","Orienta el NAP:El enlace se ha mantenido estable por mas de 6 horas, se procede al cierre del ticket
",1888
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,COCC 1,T20230920092319096,cambio de filtro de aceite ,20/09/2023 09:23:19 a.�m.,14/02/2024 11:13:30 a.�m.,"Energetica, Climatizacion y SPI",MG 70 AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Cambio de filtro,El filtro de aceite del grupo estaba en muy mal estado por tupicion por lo que se necesita un cambio del mismo. Se realizo un pedido al grupo de energetica.,Cambio de filtro,211850
CT SAN JOSE DE LAS LAJAS,Quivican,RBS TITAN,T20230920082727090,Minilink fuera de servicio,20/09/2023 08:27:27 a.�m.,19/10/2023 12:10:07 p.�m.,Transmision,Minilink 6651,CADENA TRONCAL MICROONDAS Y RADIOENLACES PRINCIPALES Y SECUNDARIOS DIGITALES. MTTOS: 8,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,Cambio de minilink,Minilink fuera de servicio. Notificado acorde a plan de aviso.,Cambio de minilink,41982
CT GUINES,NUEVA PAZ,CT NUEVA PAZ,T20230919193130090,Grupo Electr�geno CT Nueva Paz con fallo de arranque. ,19/09/2023 07:31:30 p.�m.,08/12/2023 06:56:02 a.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Se cambio relay de activaci�n de selenoide de bomba de petroleo del grupo electr�geno,Grupo Electr�geno de Nueva Paz no arranc� al existir fallo de ac en el sitio. Se intenta arrancar manual sin resultados Se notifica acorde al plan de aviso.,Se cambio relay de activaci�n de selenoide de bomba de petroleo del grupo electr�geno,114504
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,CENTRO_MULTISERVICIOS,T20230919091450097,LSW fuera de servicio.,19/09/2023 09:14:50 a.�m.,19/09/2023 04:37:22 p.�m.,Acceso,LANSWITCH,LANSWITCH ACCESO,Red de Acceso,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,"UPS averiado, se conecta directo a regleta.",Tras fallo de ac el LSW no levanta,"UPS averiado, se conecta directo a regleta.",442
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,COCC 1,T20230916074229086,UPS sin baterias,16/09/2023 07:42:29 a.�m.,04/03/2024 12:18:08 p.�m.,"Energetica, Climatizacion y SPI",9330,POWER WARE (EATON),UPS,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Sustitucion de banco de baterias.,UPS sin baterias. No responde ante los microcortes ocasionando la caida de la Supervision Territorial,Sustitucion de banco de baterias.,245135
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,VSAT  Emp. Pecuaria Gen�tica Valle del Per� 10.1.17.12,T20230915150647037,MYB_12_(17)_ Emp. Pecuaria Gen�tica Valle del Per�. Presenta problemas de aislamiento satelital,15/09/2023 03:06:47 p.�m.,06/11/2023 10:57:38 a.�m.,Red de Acceso,VSAT,SISTEMA SATELITAL VSAT,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Se trabaj� en la crospolarizaci�n del sistema,MYB_12_(17)_ Emp. Pecuaria Gen�tica Valle del Per�. Presenta problemas de aislamiento satelital,Se trabaj� en la crospolarizaci�n del sistema,74690
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,RBS MICRO SAN JOSE,T20230915085312061,GE fuera de servicio por bajo nivel de aceite,15/09/2023 08:53:12 a.�m.,14/02/2024 01:22:42 p.�m.,"Energetica, Climatizacion y SPI",MGTP 10 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Cambio de filtro y aceite,GE fuera de servicio por bajo nivel de aceite,Cambio de filtro y aceite,219209
CT SANTA CRUZ DEL NORTE,MADRUGA,CT AGUACATE,T20230914190920071,Grupo Electr�geno parado por alarma de alta temperatura,14/09/2023 07:09:20 p.�m.,17/10/2023 08:10:25 p.�m.,"Energetica, Climatizacion y SPI",MG 30 P/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Se limpia el radiador quedando el GE en servicio.,Grupo Electr�geno parado por alarma de alta temperatura,Se limpia el radiador quedando el GE en servicio.,47581
CT SAN JOSE DE LAS LAJAS,BEJUCAL,CT BEJUCAL,T20230914122508081,Grupo electr�geno parado por bajo nivel de aceite ,14/09/2023 12:25:08 p.�m.,14/02/2024 01:25:12 p.�m.,"Energetica, Climatizacion y SPI",MG 45 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Cambio de filtro y aceite,Grupo electr�geno parado por bajo nivel de aceite,Cambio de filtro y aceite,220440
CT GUINES,NUEVA PAZ,CT NUEVA PAZ,T20230911203602016,Fallo de arranque.,11/09/2023 08:36:02 p.�m.,12/09/2023 12:58:01 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Energ�tica informa que se reprogram� el micro del grupo electr�geno y se resolvi� el problema.,Fallo de arranque. Se notifica al grupo de energetica que se dirije al sitio.,Energ�tica informa que se reprogram� el micro del grupo electr�geno y se resolvi� el problema. ,981
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,COCC 1,T20230910180409018,Grupo COCC-1 parado por bajo nivel de aceite ,10/09/2023 06:04:09 p.�m.,11/09/2023 08:34:33 p.�m.,"Energetica, Climatizacion y SPI",MG 70 AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Restablecido el nivel de aceite.,Grupo COCC-1 parado por bajo nivel de aceite,"Se restablece el nivel de aceite, queda en servicio.",1590
CT SANTA CRUZ DEL NORTE,Jaruco,RBS BAINOA FC,T20230910083541098,RBS Bainoa-FC fuera de servicio.,10/09/2023 08:35:41 a.�m.,19/10/2023 11:39:16 a.�m.,Acceso,RBS 2106,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Reset Hardware,"RBS Bainoa-FC fuera de servicio. Se le informa a Soto y a Yandry, pendiente por intervenci�n.",Reset Hardware,56343
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,DR,T20230909191303043,Degraci�n de la conexi�n de los DR de San Jose con el Check_MK,09/09/2023 07:13:03 p.�m.,13/09/2023 09:24:10 a.�m.,Infraestr. Ctro. Datos,SERVIDOR BLADE HUAWEI CH 242 V3,HUAWEI,SERVER,D,0,0,0,0,0,0,0,0,1,0,0,CERRADO,cierre,"Se necesita abrir ticket debido a la degraci�n de la conexi�n de los DR de San Jose con el Check_MK.

-- 
Saludos.

_______________________________________
Supervisor Plataforma
Direcci�n de Aseguramiento.
Vicepresidencia de Operaciones de RED.
ETECSA","Se cerr� el reporte T20230910121311048 pues despues de una observacion de 24 horas no se volvi� a presentar la falla.Se hizo un cambio de configuracion en la VPN del cliente.
Se procede al cierre del ticket.",5171
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,LOMA TRAVIESO (HERSHEY),T20230909075849093,RBS interrumpida,09/09/2023 07:58:49 a.�m.,13/09/2023 09:48:31 a.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Despu�s de restablecido el sevicio por parte de la OBE qued� el breaker general disparado el cual fue restablecido,Se interrumpe la RBS por fallo ac en el sitio,Despu�s de restablecido el sevicio por parte de la OBE qued� el breaker general disparado el cual fue restablecido,5869
CT SAN JOSE DE LAS LAJAS,BEJUCAL,CT BEJUCAL,T20230906114229010,Grupo electrogeno CT Bejucal averiado.,06/09/2023 11:42:29 a.�m.,07/09/2023 04:59:04 p.�m.,"Energetica, Climatizacion y SPI",MG 45 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,"Se sustituye la correa averiada, GE en servicio",Grupo electrogeno CT Bejucal averiado.,"Se sustituye la correa averiada, GE en servicio",1756
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,CT SAN JOSE DE LAS LAJAS,T20230906003304002,"TRX-6, 7 y 8 interrumpido",06/09/2023 12:33:04 a.�m.,07/09/2023 05:02:32 p.�m.,Acceso,RBS 6601,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Restart por HW,"TRX-6, 7 y 8 interrumpido, dicho TRX se ponen en LOCAL MODEL.",Restart por HW,2429
CT SANTA CRUZ DEL NORTE,JARUCO,Hotel Las Escaleras de Jaruco,T20230904190037007,MINILINK fuera de servicio,04/09/2023 07:00:37 p.�m.,12/04/2024 11:36:59 a.�m.,Transmision,Minilink 6651,CADENA TRONCAL MICROONDAS Y RADIOENLACES PRINCIPALES Y SECUNDARIOS DIGITALES. MTTOS: 8,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,C,0,0,1,0,0,0,0,0,0,0,0,CERRADO,El minilink fue reubicado en el restaurant El �rabe.,Se interrumpio el servicio del minilink con la microRBS que hay en el sitio. Al mandar al grupo de intervencion al sitio se identifico que el problema era que se habian robado el cable de fibra y el cable de alimentacion al sitio. Se informa a los jefes correspondientes.,El minilink fue reubicado en el restaurant El �rabe.,317796
CT GUINES,NUEVA PAZ,CONEJITO NUEVA PAZ,T20230831074726080,Minilink fuera de servicio,31/08/2023 07:47:26 a.�m.,01/09/2023 08:20:00 a.�m.,Acceso,RBS 2116,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Se apago y se encendi� el Minilink,Minilink fuera de servicio. Notificado a intervencion GN,Reseteo de Minilink,1472
CT GUINES,Nueva Paz,RBS GALVANIZADO,T20230830170418029,Minilink fuera de servicio por fallo ac,30/08/2023 05:04:18 p.�m.,30/08/2023 07:46:42 p.�m.,Transmision,MINILINK 7E,CADENA TRONCAL MICROONDAS Y RADIOENLACES PRINCIPALES Y SECUNDARIOS DIGITALES. MTTOS: 8,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio.,"Minilink fuera de servicio por fallo ac. Se dtecta fase caida en el sitio, pendiente por OBE",Retorno AC al sitio.,162
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,RBS MICRO SAN JOSE,T20230830170125094,1er sector RBS 3G fuera de servicio ,30/08/2023 05:01:25 p.�m.,01/09/2023 08:25:36 a.�m.,Acceso,MicroRBS 6303,RADIOBASE,Movil,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,Se sustituyo el RRU,1er sector RBS 3G  fuera de servicio. Se detecta radio del sector averiado,Sustituci�n,2364
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,RBS MICRO SAN JOSE,T20230830123651048,GE fuera de servicio,30/08/2023 12:36:51 p.�m.,14/09/2023 09:38:40 p.�m.,"Energetica, Climatizacion y SPI",MGTP 10 SSP/AA,GREYMO,Grupos Electrogenos,DC,0,0,0,0,1,0,0,0,0,0,0,CERRADO,Se cambi� bater�a de arranque,GE fuera de servicio por bateria de arranque,Se cambi� bater�a de arranque ,22141
CT GUINES,Batabano,OUTDOOR MSAN SURGIDERO,T20230830102921006,LSW fuera de servicio por fallo AC ,30/08/2023 10:29:21 a.�m.,04/09/2023 10:30:02 a.�m.,Acceso,LANSWITCH,LANSWITCH ACCESO,Red de Acceso,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Se restablecio la corriente en el sitio por parte de la empresa electrica.,LSW fuera de servicio por fallo AC debido a averia por tormenta segun OBE.,Se restablecio la corriente en el sitio por parte de la empresa electrica. ,7200
CT SANTA CRUZ DEL NORTE,JARUCO,Hotel Las Escaleras de Jaruco,T20230830102201024,Minilink fuera de servicio por fallo AC,30/08/2023 10:22:01 a.�m.,31/08/2023 07:38:05 a.�m.,Transmision,Minilink 6651,CADENA TRONCAL MICROONDAS Y RADIOENLACES PRINCIPALES Y SECUNDARIOS DIGITALES. MTTOS: 8,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno de AC al sitio.,Minilink fuera de servicio por fallo AC por averia debido al tormenta segun OBE.,Retorno de AC al sitio.,1276
CT GUINES,MELENA DEL SUR,TRD MELENA DEL SUR,T20230828223539067,RBS fuera de servicio,28/08/2023 10:35:39 p.�m.,04/09/2023 10:26:12 a.�m.,Acceso,MicroRBS 6303,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Se restablecio la corriente en el sitio.,La RBS se quedo fuera de servicio por causas desconocidas. Se llamo a la jefa de centro para ir al sitio y identificar la causa.,Se restablecio la corriente en el sitio. ,9350
CT SANTA CRUZ DEL NORTE,JARUCO,CT CARABALLO,T20230828080313029,AP-1 y 2 del Parque Caraballo fuera de servicio.,28/08/2023 08:03:13 a.�m.,04/09/2023 10:21:12 a.�m.,Acceso,LANSWITCH,LANSWITCH ACCESO,Red de Acceso,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Se reiniciaron los KWATS del metro contador y se restablecieron los servicios.,AP-1 y 2 del Parque Caraballo fuera de servicio. Se aviso a la J�Centro.,Se reiniciaron los KWATS del metro contador y se restablecieron los servicios.,10217
CT SANTA CRUZ DEL NORTE,MADRUGA,CT PIPIAN,T20230825124915093,Grupo parado por bajo nivel de aceite ,25/08/2023 12:49:15 p.�m.,14/02/2024 09:34:16 a.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Se realiza cambio de aceite.,Grupo parado por bajo nivel de aceite,Se realiza cambio de aceite.,248985
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,TRANSCUPET,T20230825113928044,N�mero telef�nico 292219 fuera de servicio,25/08/2023 11:39:28 a.�m.,06/09/2023 09:48:59 a.�m.,Transmision,TRASA,RADIO ENLACES SECUNDARIOS. RED DE ACCESO. ESTACION BASE. SISTEMA TRUNKING de ETECSA. MTTOS: 1,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,cambio de fuente,N�mero telef�nico 292219 fuera de servicio,cambio de fuente,17169
CT SANTA CRUZ DEL NORTE,Santa Cruz del Norte,VSAT Parador Las Palmeras 10.1.16.249,T20230824170202046,MYB_249_Parador las Palmeras por estar m�s de 48 horas desconectada,24/08/2023 05:02:02 p.�m.,19/10/2023 11:55:00 a.�m.,Red de Acceso,VSAT,SISTEMA SATELITAL VSAT,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,Reset Hardware,"MYB_249_Parador las Palmeras por estar m�s de 48 horas desconectada, se le env�an los par�metros y se le aplica un reset y no se conecta.",Reset Hardware,80332
CT SANTA CRUZ DEL NORTE,Jaruco,RBS BAINOA FC,T20230824102724041,TRX-8 alarmado,24/08/2023 10:27:24 a.�m.,13/09/2023 10:21:30 a.�m.,Acceso,RBS 2106,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Reset por HW,Se alarma el TRX-8 del sitio. Se da un restar por SW pero no se resuelve el problema. Queda pendiente por el grupo de la movil ir al sitio.,Reset por HW,28794
CT GUINES,Batabano,RBS CAMACHO,T20230824101843043,trx-5 alarmado,24/08/2023 10:18:43 a.�m.,19/10/2023 11:42:04 a.�m.,Acceso,RBS 2106,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,reset trx,Se alarma el trx-5. Luego de un reset por SW no se resulve el problema. Queda pendiente por el grupo de la movil. ,"reset trx
",80723
CT SAN JOSE DE LAS LAJAS,Quivican,RBS PABLO NORIEGA,T20230820072147008,RBS interrumpida,20/08/2023 07:21:47 a.�m.,21/08/2023 01:52:33 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Sustituci�n de Transformador por la OBE,"Se interrumpe la RBS, se inform� a todos los jefes pertinentes.",Sustituci�n de Transformador por la OBE,1830
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT SANTA CRUZ DEL NORTE,T20230818101423008,Grupo Electrogeno CT Santa Cruz fuera de servicio.,18/08/2023 10:14:23 a.�m.,14/02/2024 01:31:56 p.�m.,"Energetica, Climatizacion y SPI",MG 70 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,"Se cambia el alternador, queda OK",Grupo Electrogeno CT Santa Cruz fuera de servicio por problemas con el alternador averiado.,"Se cambia el alternador, queda OK",259457
CT SAN JOSE DE LAS LAJAS,QUIVICAN,CT QUIVICAN,T20230818100716050,4G CT QUIIVICAN fuera de servicio.,18/08/2023 10:07:16 a.�m.,18/08/2023 02:34:55 p.�m.,Acceso,RBS 6601,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Recarga de software de la baseband.,4G CT QUIIVICAN fuera de servicio.,Recarga de software de la baseband.,267
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,LOMA TRAVIESO (HERSHEY),T20230816072215049,RBS interrumpida,16/08/2023 07:22:15 a.�m.,18/08/2023 05:38:53 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,Equipo sustituido. Servicios restablecidos.,"Se interrumpe la RBS por fallo ac y cuando restablece la corriente esta no levant�, se inform� a todos los jefes.",Equipo sustituido. Servicios restablecidos.,3496
CT SAN JOSE DE LAS LAJAS,Bejucal,COMUNITARIA BEJUCAL,T20230815215414096,RBS interrumpida,15/08/2023 09:54:14 p.�m.,18/08/2023 02:36:28 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Reset a la Baseband,"Se interrumpe la RBS por fallo ac y cuando restablece la corriente esta no levant�, se inform� a todos los jefes.",Reset a la Baseband,3882
CT SAN JOSE DE LAS LAJAS,Quivican,RBS PABLO NORIEGA,T20230815215220040,RBS interrumpida,15/08/2023 09:52:20 p.�m.,16/08/2023 02:38:57 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Se restablecio la corriente por parte de la empresa electrica.,"Se interrumpe la RBS por fallo ac y cuando restablece la corriente esta no levant�, se inform� a todos los jefes.",Se restablecio la corriente por parte de la empresa electrica. ,1006
CT SAN JOSE DE LAS LAJAS,Bejucal,CAGUAZO,T20230815214959090,RBS interrumpida,15/08/2023 09:49:59 p.�m.,22/08/2023 10:53:54 a.�m.,Acceso,RBS 2106,RADIOBASE,Movil,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,"Cambio del Minilink Averiado
","Se interrumpe la RBS por fallo ac y cuando restablece la corriente esta no levant�, se inform� a todos los jefes.","Cambio del Minilink Averiado
",9423
CT SAN JOSE DE LAS LAJAS,Quivican,RBS TITAN,T20230815200639070,RBS interrumpida,15/08/2023 08:06:39 p.�m.,17/08/2023 01:52:09 p.�m.,Acceso,RBS 2206,RADIOBASE,Movil,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,Cambio de minilink de radiobase,"Se interrumpe la RBS por fallo Ac y cuando restablece el mismo la RBS no, se inform� a todos los jefes.",Cambio de minilink de radiobase,2505
CT SANTA CRUZ DEL NORTE,Madruga,RBS LOMA JIQUIMA,T20230815193734075,RBS interrumpida,15/08/2023 07:37:34 p.�m.,18/08/2023 09:24:14 a.�m.,Acceso,RBS 2106,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio,"Se interrumpe la RBS por fallo ac en el sitio, cuando restablece la corriente la RBS no levant�, se inform� a todos los jefes.",Retorno AC al sitio,3706
CT GUINES,GUINES,CT GUINES,T20230815094042011,Grupo Electr�geno con bajo nivel de aceite,15/08/2023 09:40:42 a.�m.,16/08/2023 07:15:39 p.�m.,"Energetica, Climatizacion y SPI",MG 115 AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Se abasteci� de aceite el grupo electr�geno.,Energ�tica informa que el Grupo Electr�geno de CT Guines se encuentra con bajo nivel de aceite.,Se abasteci� de aceite el grupo electr�geno.,2014
CT SAN JOSE DE LAS LAJAS,Bejucal,RBS CAGUASO,T20230815061440091,Fuera de servicio,15/08/2023 06:14:40 a.�m.,15/08/2023 10:02:52 p.�m.,Transmision,Minilink Ericsson CN-500,CADENA TRONCAL MICROONDAS Y RADIOENLACES PRINCIPALES Y SECUNDARIOS DIGITALES. MTTOS: 8,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el ac en el sitio,"Fuera de servicio por fallo ac, averia segun OBE.",Restablece el ac en el sitio,948
CT SAN JOSE DE LAS LAJAS,Quivican,RBS PABLO NORIEGA,T20230815011338028,Minilink fuera de servicio por fallo ac,15/08/2023 01:13:38 a.�m.,15/08/2023 10:24:44 a.�m.,Transmision,Minilink 6651,CADENA TRONCAL MICROONDAS Y RADIOENLACES PRINCIPALES Y SECUNDARIOS DIGITALES. MTTOS: 8,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el ac en el sitio,Minilink fuera de servicio por fallo ac por averia segun OBE.,Restablece el ac en el sitio,551
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT JIBACOA PUEBLO,T20230815003921043,Minilink con fallas intermitentes.,15/08/2023 12:39:21 a.�m.,15/08/2023 01:19:23 p.�m.,Transmision,Minilink 6651,CADENA TRONCAL MICROONDAS Y RADIOENLACES PRINCIPALES Y SECUNDARIOS DIGITALES. MTTOS: 8,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,problema en la tarjeta fau del minilink,Minilink con fallas intermitentes.Se presuponen fallas por alta temperatura en el local.Se mantiene en observaci�n.Se contin�a trabajando para establecer causas de la interrupci�n.,problema en la tarjeta fau del minilink,760
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT JIBACOA PUEBLO,T20230814161516003,Radioenlace fuera de servicio,14/08/2023 01:25:16 p.�m.,14/08/2023 04:21:29 p.�m.,Transmision,Minilink 6651,CADENA TRONCAL MICROONDAS Y RADIOENLACES PRINCIPALES Y SECUNDARIOS DIGITALES. MTTOS: 8,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,D,0,0,0,0,0,0,0,0,1,0,0,CERRADO,Se resetea por HW cabeza del minilink de jibacoa pueblo. Sin resultados. A proximadamente una hora despues y habiendo sido notificado Radienlace levanta el minilink sin intervencion tecnica y quedan restablecidos los servicios.,Radioenlace fuera de servicio. Desde Machado no se recibe la se�al de Jibacoa pueblo. Intervencion de Santa Cruz en camino.,Se resetea por HW cabeza del minilink de jibacoa pueblo. Sin resultados. A proximadamente una hora despues y habiendo sido notificado Radienlace levanta el minilink sin intervencion tecnica y quedan restablecidos los servicios.,176
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,DR,T20230813044000015,P�rdida de redundancia de red en el servidor esxi4208 de San Jos� ,13/08/2023 04:40:00 a.�m.,25/10/2023 02:00:59 p.�m.,Infraestr. Ctro. Datos,SERVIDOR eSIGHT V300R010C00SPC600,HUAWEI,SERVER,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Ok,P�rdida de redundancia de red en el servidor esxi4208 de San Jos�,"La especialista Irisleidis L. Casi Estevanell solicita Cerrar Ticket T20230813044000015. Problema resuelto.



-- 
 ",105680
